"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"ASIANPAINT","EQ","27-Jul-2023","3,373.00","3,390.00","3,414.00","3,351.00","3,383.00","3,369.40","3,376.86","8,74,078","2,95,16,40,474.15","72,854","4,42,865","50.67"
"ASIANPAINT","EQ","28-Jul-2023","3,369.40","3,375.00","3,399.00","3,364.50","3,394.40","3,390.70","3,382.56","5,53,750","1,87,30,90,673.90","55,598","2,95,501","53.36"
"ASIANPAINT","EQ","31-Jul-2023","3,390.70","3,323.20","3,388.00","3,323.15","3,375.15","3,377.35","3,361.70","9,33,890","3,13,94,57,052.95","92,632","5,23,883","56.10"
"ASIANPAINT","EQ","01-Aug-2023","3,377.35","3,372.00","3,385.00","3,338.00","3,344.00","3,342.95","3,349.67","6,98,667","2,34,03,01,028.75","58,927","4,44,277","63.59"
"ASIANPAINT","EQ","02-Aug-2023","3,342.95","3,341.20","3,371.95","3,330.65","3,361.00","3,362.90","3,352.75","8,57,218","2,87,40,41,420.05","63,102","4,50,689","52.58"
"ASIANPAINT","EQ","03-Aug-2023","3,362.90","3,370.00","3,379.95","3,317.95","3,335.00","3,336.35","3,339.06","7,11,067","2,37,42,97,846.85","56,957","3,74,319","52.64"
"ASIANPAINT","EQ","04-Aug-2023","3,336.35","3,338.15","3,373.30","3,323.00","3,337.60","3,339.65","3,345.05","5,19,248","1,73,69,08,553.35","49,270","2,80,679","54.05"
"ASIANPAINT","EQ","07-Aug-2023","3,339.65","3,316.05","3,350.00","3,316.00","3,344.00","3,343.00","3,337.51","3,60,358","1,20,26,97,904.20","40,014","1,67,760","46.55"
"ASIANPAINT","EQ","08-Aug-2023","3,343.00","3,343.00","3,359.95","3,332.65","3,342.00","3,348.05","3,346.67","5,00,258","1,67,42,00,655.65","67,902","3,13,403","62.65"
"ASIANPAINT","EQ","09-Aug-2023","3,348.05","3,332.55","3,356.95","3,303.00","3,325.20","3,331.00","3,325.96","6,43,222","2,13,93,29,392.45","68,048","3,87,913","60.31"
"ASIANPAINT","EQ","10-Aug-2023","3,331.00","3,310.00","3,320.00","3,230.00","3,231.00","3,237.90","3,253.22","12,53,219","4,07,69,99,776.80","1,24,013","5,44,200","43.42"
"ASIANPAINT","EQ","11-Aug-2023","3,237.90","3,237.90","3,248.95","3,180.00","3,184.95","3,185.35","3,199.90","9,19,023","2,94,07,80,182.80","94,902","5,34,607","58.17"
"ASIANPAINT","EQ","14-Aug-2023","3,185.35","3,185.35","3,209.90","3,152.25","3,198.00","3,202.60","3,185.32","8,15,534","2,59,77,34,022.95","1,06,204","4,99,124","61.20"
"ASIANPAINT","EQ","16-Aug-2023","3,202.60","3,194.90","3,208.85","3,176.90","3,188.40","3,194.05","3,190.21","5,97,686","1,90,67,46,025.95","54,808","3,07,107","51.38"
"ASIANPAINT","EQ","17-Aug-2023","3,194.05","3,223.90","3,224.00","3,162.00","3,177.55","3,183.25","3,181.16","8,73,392","2,77,84,00,870.70","1,02,774","5,20,073","59.55"
"ASIANPAINT","EQ","18-Aug-2023","3,183.25","3,174.90","3,185.50","3,155.00","3,160.00","3,163.55","3,168.75","5,92,652","1,87,79,66,411.85","59,612","3,17,465","53.57"
"ASIANPAINT","EQ","21-Aug-2023","3,163.55","3,159.90","3,187.50","3,152.15","3,184.00","3,182.30","3,172.66","3,53,330","1,12,09,95,437.05","45,808","1,70,913","48.37"
"ASIANPAINT","EQ","22-Aug-2023","3,182.30","3,198.60","3,198.60","3,171.00","3,178.00","3,179.70","3,182.59","3,77,068","1,20,00,52,464.85","51,650","2,01,164","53.35"
"ASIANPAINT","EQ","23-Aug-2023","3,179.70","3,186.00","3,196.00","3,165.25","3,167.75","3,168.80","3,177.50","3,70,811","1,17,82,52,480.10","39,159","1,81,945","49.07"
"ASIANPAINT","EQ","24-Aug-2023","3,168.80","3,185.00","3,232.90","3,170.90","3,225.20","3,225.60","3,214.61","11,67,742","3,75,38,35,820.55","76,847","6,85,105","58.67"
"ASIANPAINT","EQ","25-Aug-2023","3,225.60","3,224.90","3,265.00","3,216.20","3,255.85","3,259.30","3,245.82","13,63,431","4,42,54,45,993.35","99,869","7,63,108","55.97"
"ASIANPAINT","EQ","28-Aug-2023","3,259.30","3,264.95","3,272.00","3,231.05","3,264.45","3,259.70","3,258.59","7,07,315","2,30,48,52,064.95","56,536","4,11,008","58.11"
"ASIANPAINT","EQ","29-Aug-2023","3,259.70","3,261.00","3,289.00","3,255.05","3,288.00","3,285.70","3,278.37","5,33,163","1,74,79,07,929.95","48,076","2,89,654","54.33"
"ASIANPAINT","EQ","30-Aug-2023","3,285.70","3,301.30","3,302.85","3,276.40","3,284.00","3,294.70","3,289.66","5,99,080","1,97,07,71,024.45","50,537","3,69,376","61.66"
"ASIANPAINT","EQ","31-Aug-2023","3,294.70","3,300.05","3,302.00","3,220.00","3,255.00","3,256.10","3,264.35","16,01,967","5,22,93,84,859.80","80,059","9,47,551","59.15"
"ASIANPAINT","EQ","01-Sep-2023","3,256.10","3,241.10","3,264.20","3,217.10","3,260.95","3,259.55","3,244.70","6,50,131","2,10,94,82,776.80","52,522","3,60,766","55.49"
"ASIANPAINT","EQ","04-Sep-2023","3,259.55","3,259.55","3,266.25","3,216.10","3,245.50","3,235.55","3,232.96","6,96,213","2,25,08,28,100.20","51,379","3,99,118","57.33"
"ASIANPAINT","EQ","05-Sep-2023","3,235.55","3,245.00","3,248.85","3,220.00","3,222.00","3,223.30","3,232.74","5,97,022","1,93,00,16,980.20","50,270","3,14,302","52.64"
"ASIANPAINT","EQ","06-Sep-2023","3,223.30","3,209.00","3,230.00","3,195.00","3,223.00","3,225.30","3,215.62","7,54,106","2,42,49,21,818.85","64,778","4,20,113","55.71"
"ASIANPAINT","EQ","07-Sep-2023","3,225.30","3,225.30","3,253.75","3,201.25","3,246.00","3,246.35","3,230.65","9,23,108","2,98,22,38,499.50","64,965","4,22,246","45.74"
"ASIANPAINT","EQ","08-Sep-2023","3,246.35","3,250.55","3,263.05","3,232.00","3,236.95","3,238.05","3,247.55","3,95,918","1,28,57,64,146.05","33,798","2,05,978","52.03"
"ASIANPAINT","EQ","11-Sep-2023","3,238.05","3,242.00","3,265.00","3,242.00","3,260.00","3,259.40","3,253.70","3,59,345","1,16,92,00,507.25","45,263","2,09,669","58.35"
"ASIANPAINT","EQ","12-Sep-2023","3,259.40","3,260.00","3,279.80","3,243.00","3,260.00","3,256.85","3,262.63","5,54,905","1,81,04,48,074.40","60,638","2,81,233","50.68"
"ASIANPAINT","EQ","13-Sep-2023","3,256.85","3,245.00","3,284.65","3,225.30","3,269.15","3,277.75","3,258.31","8,80,907","2,87,02,66,444.40","59,755","5,51,472","62.60"
"ASIANPAINT","EQ","14-Sep-2023","3,277.75","3,282.00","3,294.20","3,223.25","3,240.00","3,240.25","3,245.86","11,02,554","3,57,87,36,751.10","1,13,167","4,87,518","44.22"
"ASIANPAINT","EQ","15-Sep-2023","3,240.25","3,235.00","3,240.00","3,185.00","3,200.00","3,196.65","3,198.14","15,68,607","5,01,66,26,619.75","1,13,418","8,95,772","57.11"
"ASIANPAINT","EQ","18-Sep-2023","3,196.65","3,200.00","3,229.90","3,190.00","3,208.00","3,206.30","3,217.20","6,73,602","2,16,71,15,317.10","51,286","3,90,489","57.97"
"ASIANPAINT","EQ","20-Sep-2023","3,206.30","3,206.30","3,228.00","3,195.00","3,224.50","3,214.35","3,205.78","9,01,084","2,88,86,75,679.80","80,782","5,35,659","59.45"
"ASIANPAINT","EQ","21-Sep-2023","3,214.35","3,210.00","3,261.20","3,180.55","3,248.00","3,244.20","3,215.04","8,45,739","2,71,90,86,597.95","91,780","3,42,973","40.55"
"ASIANPAINT","EQ","22-Sep-2023","3,244.20","3,234.95","3,283.60","3,221.15","3,280.50","3,274.85","3,262.19","8,96,521","2,92,46,21,657.00","79,565","5,08,400","56.71"
"ASIANPAINT","EQ","25-Sep-2023","3,274.85","3,272.30","3,334.80","3,271.15","3,321.15","3,323.25","3,315.09","14,22,084","4,71,43,36,174.20","1,04,864","7,38,384","51.92"
"ASIANPAINT","EQ","26-Sep-2023","3,323.25","3,323.00","3,324.90","3,260.35","3,292.00","3,292.80","3,286.83","8,34,560","2,74,30,60,927.40","84,109","4,65,992","55.84"
"ASIANPAINT","EQ","27-Sep-2023","3,292.80","3,288.00","3,309.00","3,271.70","3,307.60","3,301.80","3,294.21","5,16,326","1,70,08,84,872.25","55,381","3,14,305","60.87"
"ASIANPAINT","EQ","28-Sep-2023","3,301.80","3,281.80","3,289.00","3,155.00","3,180.00","3,170.35","3,196.13","21,04,381","6,72,58,74,126.15","1,59,596","8,94,379","42.50"
"ASIANPAINT","EQ","29-Sep-2023","3,170.35","3,195.00","3,195.00","3,134.00","3,166.00","3,161.05","3,160.04","15,50,585","4,89,99,13,073.05","1,04,346","9,32,670","60.15"
"ASIANPAINT","EQ","03-Oct-2023","3,161.05","3,166.10","3,227.80","3,162.00","3,167.50","3,166.85","3,188.43","12,19,145","3,88,71,55,363.70","90,310","5,10,241","41.85"
"ASIANPAINT","EQ","04-Oct-2023","3,166.85","3,164.95","3,189.00","3,151.35","3,169.10","3,169.90","3,171.84","8,92,584","2,83,11,32,462.65","80,714","5,04,035","56.47"
"ASIANPAINT","EQ","05-Oct-2023","3,169.90","3,210.00","3,232.10","3,174.30","3,202.00","3,206.25","3,200.15","10,02,610","3,20,85,06,367.00","83,570","4,00,238","39.92"
"ASIANPAINT","EQ","06-Oct-2023","3,206.25","3,214.75","3,217.00","3,190.00","3,197.00","3,195.75","3,200.44","8,14,257","2,60,59,77,189.80","63,803","5,17,610","63.57"
"ASIANPAINT","EQ","09-Oct-2023","3,195.75","3,140.05","3,163.00","3,132.70","3,152.00","3,152.80","3,152.84","7,00,012","2,20,70,25,609.45","67,617","3,94,034","56.29"
"ASIANPAINT","EQ","10-Oct-2023","3,152.80","3,150.00","3,164.90","3,140.05","3,152.95","3,151.50","3,150.31","8,47,367","2,66,94,64,652.25","78,153","6,39,389","75.46"
"ASIANPAINT","EQ","11-Oct-2023","3,151.50","3,169.00","3,185.00","3,152.05","3,164.00","3,163.90","3,167.68","10,25,317","3,24,78,76,025.65","89,674","7,42,862","72.45"
"ASIANPAINT","EQ","12-Oct-2023","3,163.90","3,186.00","3,188.50","3,150.05","3,162.00","3,159.10","3,159.03","9,92,531","3,13,54,31,725.45","1,03,482","6,56,081","66.10"
"ASIANPAINT","EQ","13-Oct-2023","3,159.10","3,150.00","3,172.00","3,128.25","3,148.00","3,148.80","3,147.26","8,54,688","2,68,99,27,266.85","1,10,722","4,56,977","53.47"
"ASIANPAINT","EQ","16-Oct-2023","3,148.80","3,124.00","3,128.00","3,096.10","3,112.00","3,112.05","3,113.39","8,53,011","2,65,57,58,018.20","89,855","4,90,440","57.50"
"ASIANPAINT","EQ","17-Oct-2023","3,112.05","3,137.00","3,137.00","3,091.80","3,116.90","3,113.55","3,110.94","7,92,640","2,46,58,56,469.75","68,035","4,29,378","54.17"
"ASIANPAINT","EQ","18-Oct-2023","3,113.55","3,110.00","3,115.20","3,090.00","3,095.25","3,096.45","3,104.55","4,81,985","1,49,63,44,917.95","60,993","2,61,683","54.29"
"ASIANPAINT","EQ","19-Oct-2023","3,096.45","3,087.70","3,110.90","3,076.10","3,101.00","3,101.80","3,095.68","5,68,124","1,75,87,27,731.40","73,872","2,30,523","40.58"
"ASIANPAINT","EQ","20-Oct-2023","3,101.80","3,092.50","3,115.10","3,064.55","3,105.00","3,105.85","3,098.44","7,11,434","2,20,43,34,814.90","89,613","2,83,947","39.91"
"ASIANPAINT","EQ","23-Oct-2023","3,105.85","3,096.05","3,108.90","3,064.00","3,068.00","3,072.00","3,090.96","3,74,476","1,15,74,90,160.85","55,331","1,86,340","49.76"
"ASIANPAINT","EQ","25-Oct-2023","3,072.00","3,093.40","3,108.00","3,052.00","3,061.10","3,060.80","3,081.66","6,69,290","2,06,25,23,283.25","68,987","3,42,919","51.24"
"ASIANPAINT","EQ","26-Oct-2023","3,060.80","3,051.10","3,055.00","2,940.00","2,951.00","2,960.30","2,985.38","18,34,111","5,47,55,10,150.55","1,61,772","9,69,111","52.84"
"ASIANPAINT","EQ","27-Oct-2023","2,960.30","2,932.80","2,974.65","2,931.00","2,959.00","2,955.15","2,954.69","17,08,185","5,04,71,60,433.30","1,56,670","10,39,600","60.86"
"ASIANPAINT","EQ","30-Oct-2023","2,955.15","2,974.00","2,991.95","2,939.10","2,973.00","2,967.10","2,966.44","8,78,885","2,60,71,59,628.50","74,109","5,10,844","58.12"
"ASIANPAINT","EQ","31-Oct-2023","2,967.10","2,969.00","3,012.75","2,966.00","2,999.00","2,995.70","2,994.91","11,52,306","3,45,10,54,390.80","95,564","7,35,996","63.87"
"ASIANPAINT","EQ","01-Nov-2023","2,995.70","2,997.95","3,008.90","2,930.00","2,938.00","2,934.55","2,954.56","10,29,990","3,04,31,65,462.15","1,18,913","6,19,507","60.15"
"ASIANPAINT","EQ","02-Nov-2023","2,934.55","2,961.05","2,962.00","2,934.00","2,955.10","2,955.40","2,948.93","9,00,125","2,65,44,01,760.70","94,444","5,07,089","56.34"
"ASIANPAINT","EQ","03-Nov-2023","2,955.40","2,957.00","2,982.90","2,942.00","2,978.20","2,977.85","2,969.90","7,15,997","2,12,64,41,016.75","70,256","4,15,870","58.08"
"ASIANPAINT","EQ","06-Nov-2023","2,977.85","2,998.00","3,034.05","2,983.85","3,029.70","3,029.30","3,014.43","6,20,959","1,87,18,38,596.55","62,963","3,60,925","58.12"
"ASIANPAINT","EQ","07-Nov-2023","3,029.30","3,029.30","3,038.95","3,002.20","3,038.00","3,033.35","3,022.80","7,57,998","2,29,12,79,142.50","58,294","4,64,579","61.29"
"ASIANPAINT","EQ","08-Nov-2023","3,033.35","3,058.00","3,098.95","3,046.20","3,098.00","3,095.25","3,081.68","7,83,400","2,41,41,88,986.50","62,335","3,37,900","43.13"
"ASIANPAINT","EQ","09-Nov-2023","3,095.25","3,100.00","3,111.40","3,074.05","3,080.00","3,080.20","3,092.43","8,49,702","2,62,76,43,628.10","69,891","3,60,121","42.38"
"ASIANPAINT","EQ","10-Nov-2023","3,080.20","3,070.00","3,085.00","3,040.10","3,080.00","3,076.45","3,063.01","3,64,232","1,11,56,47,633.35","40,004","1,60,571","44.08"
"ASIANPAINT","EQ","12-Nov-2023","3,076.45","3,099.95","3,100.00","3,090.00","3,099.50","3,098.15","3,097.92","85,178","26,38,74,727.45","14,342","56,317","66.12"
"ASIANPAINT","EQ","13-Nov-2023","3,098.15","3,098.00","3,098.00","3,065.00","3,083.00","3,085.60","3,079.60","4,05,941","1,25,01,34,113.50","38,458","2,64,103","65.06"
"ASIANPAINT","EQ","15-Nov-2023","3,085.60","3,085.70","3,118.85","3,078.70","3,115.80","3,116.20","3,101.22","7,00,017","2,17,09,06,897.20","64,696","4,25,563","60.79"
"ASIANPAINT","EQ","16-Nov-2023","3,116.20","3,119.00","3,140.90","3,097.60","3,131.10","3,130.30","3,125.99","6,75,454","2,11,14,63,858.05","70,056","3,08,376","45.65"
"ASIANPAINT","EQ","17-Nov-2023","3,130.30","3,150.00","3,228.25","3,145.65","3,167.00","3,168.90","3,196.91","14,30,175","4,57,21,43,138.90","1,11,559","5,52,714","38.65"
"ASIANPAINT","EQ","20-Nov-2023","3,168.90","3,168.90","3,171.90","3,132.00","3,140.00","3,140.35","3,146.59","4,06,431","1,27,88,69,993.50","50,256","1,79,742","44.22"
"ASIANPAINT","EQ","21-Nov-2023","3,140.35","3,156.90","3,156.90","3,127.00","3,134.70","3,133.25","3,135.93","4,09,069","1,28,28,13,126.20","50,458","2,25,956","55.24"
"ASIANPAINT","EQ","22-Nov-2023","3,133.25","3,140.00","3,157.00","3,121.20","3,130.30","3,133.00","3,139.35","4,89,889","1,53,79,31,540.40","47,598","2,39,970","48.98"
"ASIANPAINT","EQ","23-Nov-2023","3,133.00","3,148.00","3,171.40","3,115.15","3,119.70","3,122.95","3,139.03","7,92,460","2,48,75,57,657.05","65,778","4,17,015","52.62"
"ASIANPAINT","EQ","24-Nov-2023","3,122.95","3,118.00","3,139.80","3,111.00","3,130.20","3,136.15","3,126.55","7,56,329","2,36,46,99,220.40","49,189","5,06,937","67.03"
"ASIANPAINT","EQ","28-Nov-2023","3,136.15","3,141.15","3,160.00","3,136.15","3,145.40","3,148.35","3,150.01","6,47,883","2,04,08,37,993.45","84,580","4,37,355","67.51"
"ASIANPAINT","EQ","29-Nov-2023","3,148.35","3,148.35","3,170.00","3,142.00","3,149.55","3,148.35","3,158.69","6,20,725","1,96,06,80,377.40","61,685","4,13,379","66.60"
"ASIANPAINT","EQ","30-Nov-2023","3,148.35","3,148.35","3,153.95","3,108.35","3,125.20","3,119.90","3,124.04","17,93,116","5,60,17,66,269.50","77,072","11,79,801","65.80"
"ASIANPAINT","EQ","01-Dec-2023","3,119.90","3,146.95","3,190.60","3,140.25","3,172.00","3,173.40","3,169.94","9,60,196","3,04,37,67,709.25","69,376","4,47,167","46.57"
"ASIANPAINT","EQ","04-Dec-2023","3,173.40","3,190.00","3,204.45","3,166.50","3,196.00","3,194.55","3,186.39","10,18,189","3,24,43,52,091.95","78,512","6,79,962","66.78"
"ASIANPAINT","EQ","05-Dec-2023","3,194.55","3,197.00","3,247.65","3,180.00","3,220.20","3,226.25","3,217.52","10,05,550","3,23,53,77,814.60","75,863","6,22,447","61.90"
"ASIANPAINT","EQ","06-Dec-2023","3,226.25","3,265.00","3,289.00","3,232.95","3,250.00","3,252.55","3,266.13","12,29,158","4,01,45,89,483.95","84,535","6,14,440","49.99"
"ASIANPAINT","EQ","07-Dec-2023","3,252.55","3,284.00","3,299.95","3,246.85","3,252.00","3,251.80","3,267.33","10,71,725","3,50,16,75,559.25","1,18,189","5,70,592","53.24"
"ASIANPAINT","EQ","08-Dec-2023","3,251.80","3,255.00","3,269.80","3,227.80","3,229.00","3,232.00","3,241.09","8,95,852","2,90,35,35,270.85","1,27,121","5,56,354","62.10"
"ASIANPAINT","EQ","11-Dec-2023","3,232.00","3,230.00","3,245.00","3,185.50","3,240.15","3,233.00","3,210.75","9,10,426","2,92,31,49,196.60","74,020","5,98,600","65.75"
"ASIANPAINT","EQ","12-Dec-2023","3,233.00","3,228.00","3,257.05","3,210.00","3,213.00","3,224.75","3,231.72","10,19,030","3,29,32,19,184.20","1,03,825","7,30,441","71.68"
"ASIANPAINT","EQ","13-Dec-2023","3,224.75","3,240.00","3,254.95","3,190.30","3,237.50","3,243.65","3,221.45","10,52,079","3,38,92,23,419.70","82,462","6,12,239","58.19"
"ASIANPAINT","EQ","14-Dec-2023","3,243.65","3,255.00","3,258.60","3,218.00","3,245.75","3,241.35","3,237.43","9,23,107","2,98,84,96,890.30","95,724","5,31,984","57.63"
"ASIANPAINT","EQ","15-Dec-2023","3,241.35","3,250.00","3,326.35","3,242.00","3,312.65","3,313.90","3,288.17","16,31,687","5,36,52,62,123.40","1,04,245","10,22,055","62.64"
"ASIANPAINT","EQ","18-Dec-2023","3,313.90","3,313.00","3,335.80","3,296.00","3,335.00","3,332.05","3,322.04","9,11,936","3,02,94,90,833.80","67,398","5,35,027","58.67"
"ASIANPAINT","EQ","19-Dec-2023","3,332.05","3,335.95","3,353.90","3,300.15","3,335.00","3,336.05","3,329.54","7,80,448","2,59,85,31,549.85","62,835","4,46,180","57.17"
"ASIANPAINT","EQ","20-Dec-2023","3,336.05","3,336.05","3,359.95","3,282.65","3,288.00","3,297.15","3,327.79","9,79,762","3,26,04,40,870.20","81,014","5,42,838","55.41"
"ASIANPAINT","EQ","21-Dec-2023","3,297.15","3,280.00","3,320.00","3,271.85","3,305.65","3,302.95","3,296.07","15,85,879","5,22,71,75,386.60","83,813","11,95,155","75.36"
"ASIANPAINT","EQ","22-Dec-2023","3,302.95","3,309.90","3,350.80","3,287.00","3,345.00","3,341.30","3,331.17","9,30,563","3,09,98,63,702.20","99,092","4,60,376","49.47"
"ASIANPAINT","EQ","26-Dec-2023","3,341.30","3,349.95","3,391.90","3,345.20","3,383.00","3,383.35","3,370.47","6,00,190","2,02,29,25,133.05","49,808","2,91,298","48.53"
"ASIANPAINT","EQ","27-Dec-2023","3,383.35","3,381.05","3,409.95","3,354.00","3,400.00","3,404.45","3,376.34","8,37,182","2,82,66,14,984.65","87,270","4,58,285","54.74"
"ASIANPAINT","EQ","28-Dec-2023","3,404.45","3,405.00","3,419.95","3,373.05","3,399.50","3,397.25","3,392.66","7,79,250","2,64,37,32,575.20","84,398","4,17,749","53.61"
"ASIANPAINT","EQ","29-Dec-2023","3,397.25","3,410.00","3,422.95","3,383.90","3,394.75","3,402.40","3,401.15","6,15,676","2,09,40,08,563.40","67,005","3,37,319","54.79"
